profile-name,review-star-rating,review-body
John Erik Krische,5.0 out of 5 stars,"
  To start I want to give full disclosure. I didn't buy this laptop on amazon and I have the 16gb model, so my experience won't 100% match yours, as amazon only sells the 8gb model.,To start, I am a pc guy. always have been and still am for the most part. Intel Mac laptops never really were appealing to me as they always seemed overpriced for the performance you would get, and as such apple laptops never really stood out to me. Well that was, until apple silicon released. When I first heard the announcement for apple silicon, I was skeptical It could compete with intel chips. but when I saw the benchmarks, I knew apple had created something special.,First, the battery life. I usually get around 10 hours on a charge with a normal workload of word processing, watching videos and listening to music at around half brightness. a long shot from the advertised 20 hours of battery life, but that figure was taken with ideal circumstances and lower brightness. Now 10 hours battery on a laptop isn't unheard of, but considering the other two strengths of the laptop, performance and thermals, it more impressive than it would usually be.,Performance is great, easily matching or beating much of Intels 11th gen lineup, and thermals are outstanding. In the few weeks I've owned the laptop, I have only heard the fan turn on during benchmarks, and even at full load, the cpu barely gets above 60 degrees c, far lower than the toasty 95 degrees that the intel chips get to under load.,The screen is great, but as an apple product that is to be expected.,Now all of this is great, but it all comes with one massive caveat; Rosetta. Now rosetta is great. it allows basically all intel software to run on the computer, and this is great if you are a pro user waiting on software developers to update to native code, but its bad if you have, for example, chat software that hasn't been updated. even simple programs running under rosetta chew the battery life, and that isn't ideal at all.,In the end, this laptop is great. It is very powerful, quit, cool, and fast. the only thing currently holding it back is lack of native software support, and as apple silicon matures I expect that issue to be solved eventually. Overall I would highly recommend this laptop to anyone that is willing to pony up the steep asking price.
"
Stormie Foster,5.0 out of 5 stars,"
  I went into Apple the other day & got one of the lovely estimates to fix the display of my last pro. I ended up just buying a new computer because of the price & I was a bit annoyed about it. The guy at Apple talked this computer up like crazy & I begrudgingly bought it.,This is the best laptop I’ve ever owned. The keyboard is different than the last pros & feels more like the air. They are so much better. The display feels like when you leave the eye doctor with a new prescription, you forgot there were leaves on trees. It’s beautiful. I haven’t gotten a lag in WoW yet. I’m so impressed.
"
M,1.0 out of 5 stars,"
  This is probably the worst experience I've ever had with a company. I received the laptop , everything worked fine for several weeks and then all of a sudden every program causes a the laptop to crash. Brought it to the Apple store twice, they say everything is fine (after a clean format the issue still happens). It was sent out for repair, same issue happening on a clean disk. Their first suggestion is to send it out for a 4th repair... seriously? You would think that clearly their diagnostic tools aren't correct if they are not able to detect an obvious issue like this.. especially for a 1-2 grand computer. I hope I'll never have to run into customer support with this company again.
"
Amazon Customer,3.0 out of 5 stars,"
  Really disappointing memory, I have the 8gb and it feels really really slow, I opened 8 sites in the Safari browser, and a few other little things and it's really slow. I constantly worry about closing some of what I opened, which really bothers me at work.,My previous computer moved much faster,MacBook Air 2013 a1466 with 8gb 256 gb ssd  memory worked fine.,The m1 has a really weak memory . I'm disappointed . After 8 years I was expecting a more powerful MacBook Air 2013  with the same level of memory.
"
Hidekel Uriarte,5.0 out of 5 stars,"
  I love the seamless integration and interactions it has with my Apple Watch, AirPods, and iPhone. I know people who don't have more than one Apple device hear all the time that having more than one always works great because of the ecosystem but usually only take it at face value. I was one of those people even up until I had my Apple Watch for a while but the MacBook really hooked me in. Once you realize how everything just works you don't know how you were able to do it before. Of course there is the whole walled garden argument everyone that dislikes Apple love to talk about but in reality I don't care if this walled garden is at war the rest of the world it's the best, most simple, and seamless ecosystem for the average consumer. There is a learning curve for those that come from other operating systems like the different feel of the keyboard, shortcuts, trackpad, and overall OS. But I've only been using this device for short while and already caught on super quick. I feel like despite all these positives there is still the high price. I purchased the 512 GB model and it came to around $1400 with a sale so it might take a while for the slight buyer's remorse to go away but I feel like the more I use it the quicker I become satisfied with my purchase. My final thoughts would have to be, if you have the money to purchase this at any configuration then go for it. Simply keep in mind there is a lot that goes into the satisfaction for this product; the ecosystem which would require more apple devices, the willingness to learn a new OS, understanding the added level of security and privacy that comes with Apple devices and the use case for each individual.
"
Ilya,1.0 out of 5 stars,"
  Overall a great piece of hardware, if used on its own or with 1 external monitor. However, this laptop does not support more than 1 external monitor. I tried everything, including buying dongles and trying 3rd party workarounds.,There may be a way, if you spend a lot of time and buy extra add-ons. However, for a premium laptop, it is unthinkable that 2 monitors are not supported. My budget ASUS laptop does this without issue.,I have heard that Intel macs don't have this issue. I suggest holding off on M1 if you plan to use multiple screens.
"
Photohobbyist,5.0 out of 5 stars,"
  I have used several MacBooks over the years: MacBook 2007, 2009, MacBook pro Late 2013, MacBook Air 2017, iMac 2019, Intel MacBook Pro 2020 and the M1 MacBook Pro 2020.,Before buying the M1 MacBook Pro 2020, I had the Intel Core i5 MacBook Pro 2020 for a few months and was the worst machine of the group. That machine heated so much that my hands could feel the heat on the upper surface, and the fans were spinning at the maximum speed. The fans were noisy too.  When I googled for solutions, many solutions seemed to suggest that I stop doing many of the activities I usually do, including watching YouTube videos, work etc... I sold it.,This new M1 MacBook Pro 2020 is not only fast and quiet, I have not felt a single reason to stop doing the things I want to do. I know the M1 is a little more expensive but is also more efficient.
"
Amanda Costa,5.0 out of 5 stars,"
  I already had an HP laptop that had no problems other than the battery life was lacking. So, why did I get another one? I'm about to start nursing school at the end of August which requires you to have a laptop all day (about 8 hours). My dad surprised me this MacBook. I am an apple girl through and through (watch, phone, AirPods). To say that I was over the moon receiving my first MacBook was an understatement. I've been testing it out for about a week now. It came in perfect condition. No scratches or problems with the screen. This computer is FAST when it comes to everything. As soon as you open it, it is on. I seriously can't catch it off no matter how little I open it. Every web page pops up quick and loads quicker. I'm amazed that I can text through this MacBook and it synced all of my stuff from the cloud effortlessly. It has a Touch Bar that is insanely cool and in my opinion, useful. The battery life. OMG the battery life. I purposely did everything in my power to drain it. I am on day 7 of using it without charging it and it is at 41%. Now, I haven't been on it all day everyday. I have mainly used it to write, read, and text. However, I've used for a good 4 hours each day. If you're a college student who needs a reliable computer this one is for you!!!! It is 100% worth every penny. If you want coverage for the MacBook always go through apple. They will give you the best bang for your buck.
"
larry,5.0 out of 5 stars,"
  she is useing it does great
"
CharlesLub,5.0 out of 5 stars,"
  Great battery life
"
nichole Wood,5.0 out of 5 stars,"
  So far this has been a wonderful purchase. The processor is so fast, that’s what I noticed the most is how fast it is. Super excited to get the M1 ship at such a discounted rate.
"
kgtt,5.0 out of 5 stars,"
  Love the build quality and simplicity. Apple never disappoints
"
LizMary Serrano,5.0 out of 5 stars,"
  Hermosa computadora
"
Frankie Miranda,5.0 out of 5 stars,"
  I never thought I would be saying an Apple product is best value for the money. This laptop does everything we need and more!
"
William Jacob Hastings,5.0 out of 5 stars,"
  This was exactly what I was looking for. Got the beautiful Rose Gold colored edition which had been sold out in stores every time I looked. Fast delivery that arrived a day earlier than expected. Everything I wanted with no hassles.
"
Michelle Hilliard,5.0 out of 5 stars,"
  Absolutely love this MacBook! Super happy with it!
"
Kelsey Higgins-Lambert,5.0 out of 5 stars,"
  I’ve had the same MacBook Pro for 7 years and it was finally time to get a new one. I wasn’t sure about the Air, but I’m so happy I went with it! Not a bad price, shipped very quickly, battery lasts a long time, I just love it.
"
Charles D.,5.0 out of 5 stars,"
  No problems  Works great
"
Wilmer Schlabach,1.0 out of 5 stars,"
  Be careful. The screen is very cheap. It will not withstand the slightest thumb pressure.
"
holly rybinski,4.0 out of 5 stars,"
  I have a 2018 macbook pro. I use it for everything from adobe software to office.  I bought the M1 as it is supposed to be the fastest, and perhaps it is, but if I am just on the internet or using microsoft word to write a paper for school. It does not outdo the Intel in my previous laptop.  I put them next to one another to test the speed on chrome.  My entire life is on chrome, so switching to safari would be a pain.  I use it at work and personal.  It is ridiculously slow compared to my old macbook.  I took it back to the store and showed them, and they replaced my laptop thinking it was a hardware issue.  No, it is still the same.  After researching, apparently this is the case with the new M1 - it does not run chrome or microsoft office efficiently.  If you don't need these apps, then go for it, but if you do, you will find yourself frustrated that it takes so long to load a page just going through the internet.
"
Dan,2.0 out of 5 stars,"
  I've been using my M1 MBP for 4 months now with apps like Photoshop, Logic Pro, Chrome, Safari (all M1 compatible) and there are tons and tons of lag every time. Its the kind of lag that makes you think maybe I should've gotten more RAM but it doesn't seem to be memory issues. I love the battery life and not hearing the fan BUT I actually miss my 15in Intel mac. Don't upgrade yet, stick to your macbook and wait for the bugs to be worked out.
"
Leen,5.0 out of 5 stars,"
  I got this baby on Christmas and I came from using windows laptops. It was a change and I'll tell you, I won't ever go bac to windows. I love this thing. The battery alone last days! Mine was ordered straight through apple, and it came same day. So far I've been using this thing to browse the internet and do some light work.  I use an external hard drive for photos and music cause  is a 256 and 8g. I have Microsoft office 2019 installed and its working like a charm.
"
JCAZ,1.0 out of 5 stars,"
  When I received my new Macbook Pro 13"" with M1 chip, the inside of the white Apple laptop box, the charging cable, and the actual Macbook laptop smelled strongly of mold., I was able to decrease the smell somewhat by repeatedly soaking the waterproof parts of the charging cable, but obviously there's no way to wash or soak the inside of the laptop.  Mold smell is still very noticeable around plastic vented areas at the back of the laptop, even after leaving the new Macbook out of the box for several days to air out. After researching problem in other forums, found that some other customers have had similar problems with new Apple charging cables, USB-C to USB-C cables,  and laptops/laptop packaging.  I never had this happen before, and definitely never expected this from Apple. Real bummer, especially for price paid. (Ordered direct from Apple online store, hoping that customer service might be easier.)
"
Rene Cruz,5.0 out of 5 stars,"
  Great Laptop !!! Fast processor , great Retina display and great experience.  M1 chip is as fast or faster than most intel i9 chips at a fraction of the cost !!! This is my best MacBook Pro since my last MacBook Pro ... 💻💻💻
"
Hayden S.,5.0 out of 5 stars,"
  I bought a 13"" MacBook Pro 16GB, 1TB directly from Apple but I wanted to leave my thoughts here in case anyone is on the fence. It is worth it. The new M1 chip is able to keep up with my workflow without breaking a sweat when all the other PCs and Macs in my office have to ramp up their fans to try to keep up. Battery life for me lasts around 10 hours of hard work when my previous Mac would have died within 3 hours. This is truly a next-generation product.
"
cheryl stuart,1.0 out of 5 stars,"
  I ordered this macbook pro with an 2.3GHz quad-core Intel Core i7 and my old Lenovo passed the speed of this computer 10 fold. I don't even know why I thought it was a good idea to purchase this garbage. It's like personal heating pad, and sounds like an airplane taking off. Tiny holes on the side of the keyboard does not cut it for cooling the pc. Not worth the buy at all.
"
Scott Kaufhold,1.0 out of 5 stars,"
  Very upset with apple, specifically with the MacBook Pro. Had it for three years and all of a sudden it died on me as I was in the middle of printing something. Cost over a thousand dollars too.
"
Vedhas Deshpande,5.0 out of 5 stars,"
  Small portable and light weight. I am extremely happy about the battery life, I switched from a 7 year old lenovo windows laptop to macbook pro m1 and loving it. It's been two days of sporadic use of browsing and youtube videos and battery is still at 80%. Intuitive use of touchbar. Only thing is now I have to purchase dock to attach all the peripherals.
"
Maggie B,5.0 out of 5 stars,"
  Love this laptop!!
"
Chris P,5.0 out of 5 stars,"
  small very easy to carry, good quality. had one before for 7 year no problem .
"
Chrystal Haynes Singleton,5.0 out of 5 stars,"
  I am absolutely in love with my new computer. Still getting used to the commands of a MAC but I love it.
"
Gustavo Lopez K,5.0 out of 5 stars,"
  Everything goes well. Working smoothly
"
Esteban Costa,5.0 out of 5 stars,"
  Muy buena prestación en general
"
Reut Schreiber,3.0 out of 5 stars,"
  Often gets stuck using multiple apps.
"
G,5.0 out of 5 stars,"
  The new Mac with chip technology is fast and fun to use. I love my new toy!
"
Narek,5.0 out of 5 stars,"
                    The media could not be loaded.
                ,
   Without any additional word I'd say that MBA M1 is the best 2020 device with phenomenal battery life
"
Andres,5.0 out of 5 stars,"
  Amazing
"
Linda M Percy,1.0 out of 5 stars,"
  This laptop is not compatible with anything. If you are a DELL user you will HATE it.,You have to purchase a docking station or you won't have enough ports. You can't save word docs to your desktop.  The only positive is the battery life.
"
Luchy Placencia,3.0 out of 5 stars,"
  The screen was cracked without reason in five months. It is not covered by regular guarantees: I had to pay more than 500 dollars to Apple (and left them the cracked one) in order to buy a new one and fix the MacBook Pro M1.
"
Neal,5.0 out of 5 stars,"
  well worth the price and the battery life is nuts, I can get 2 days easily out of this in one charge with just browsing and document editing. The fans never turned on yet and the speed is incredible thanks to the m1
"
A Jenkins,5.0 out of 5 stars,"
  It was a gift for my kids 17th birthday. Had been rocking with thick apple for a good minute. It has just brought them into the 22nd century... a great transition into college.
"
Justin,3.0 out of 5 stars,"
  If you're like me and use multiple external monitors with your laptop, you should know that until Apple releases an update to their OS, you can only hook up ONE external monitor to this computer.,I ended up buying a 43"" monitor, so that I could have 1 external monitor do the job of (2) 27"" monitors.
"
Melanie Martinez,5.0 out of 5 stars,"
  I honestly wholeheartedly wake up every single day and am thankful for this laptop. I use it and serotonin floods my body. Everything about it from the OS, to the quirky and cool touch bar, to the rich speakers. I adore it in its entirety and I can honestly say I treat it like my child. It is one of my most prized possessions. I am in love with this computer.
"
Cassie T.,5.0 out of 5 stars,"
  I've been a Windows user for years and recently upgraded to MacOS through the company I work with. After using both Operating System simultaneously for 2 years, it was time to upgrade my personal laptop. Purchasing a MacBook Pro was the best decision I made. It's a very powerful machine with great battery life. It handles all my tasks really well and no lag. 10/10 recommend to anyone looking to upgrade.
"
Supurbe ,5.0 out of 5 stars,"
  Fantastic
"
keithphila,5.0 out of 5 stars,"
  For the things I needed to do for telework, the MacBook Air M1 has been amazing.  I had concerns about not have a newer gen Intel processor but after using this and seeing the battery life, I won't look back and buying more Apple products with this processor.  Highly recommend for this price point.  I can't believe how light and fast this thing is.
"
Kayla shoemaker,4.0 out of 5 stars,"
  With how expensive this computer is I’m shocked with the quality of the camera, and the fact it’s not touch screen. Those are the two only negative things I can say about this computer.
"
Steven M. Satin,5.0 out of 5 stars,"
  I have this as a birthday gift for my daughter.  She is enjoying it tremendously.  She likes Apple OS better and this laptop is perfect for her needs.
"
John V.,5.0 out of 5 stars,"
  Nothing but great things to say. Excellent battery life, awesome picture quality, perfect keyboard it’s seriously perfect.
"
JP,5.0 out of 5 stars,"
  The new MacBook Pro with the Apple M1 Chip deserves all the hype surrounding it! Great product!
"
Markusg,1.0 out of 5 stars,"
  The hardware in this unit is pathetic and is more expensive due to the ""apple"" brand name. You are better off building your own pc and with these specs it would be LESS THAN HALF the price. Stop paying for a name
"
Amazon Customer,4.0 out of 5 stars,"
  I dont like that the new MacBook is not compatible with many older divides such as CD or DVD players from different brands. You have to pay extra for the extension to connect through HDMI or USB etc .I wish I knew all that before I bought it. The rest is good,  just like older MacBooks.
"
Carlos,5.0 out of 5 stars,"
  Llego en perfectas condiciones
"
Hajar,5.0 out of 5 stars,
BELLO PERRY UWADIAE,5.0 out of 5 stars,"
  This is my first Macbook ever and I am loving it. Although I might have to upgrade  to a bigger screen  perhaps the 15inch would  be much better for a professional use.
"
Disgruntled Customer,5.0 out of 5 stars,"
  This is a small and awesome laptop for work or leisure! I was introduce to this laptop at work, I always work with another manufacture.  Now, I don't want to go back to the other manufacture.  I absolutely love it!
"
Fernando N.,5.0 out of 5 stars,"
  You get the same MacBook Pro Apple is selling online or at their stores, perfectly packaged and content disguised, and pay $200 less! Awesome!
"
Sandy C.,5.0 out of 5 stars,"
  I just bought the new macbook pro, have been waiting to get it and finally did!!! its awesome!!! much better than other versions =)
"
Aaronmoody925,5.0 out of 5 stars,"
  Good computer overall. Especially for the price!
"
Rick R,5.0 out of 5 stars,"
  Perfect size, lightweight, long battery life.
"
Gabby,5.0 out of 5 stars,"
  The image, sound and speed is great. This was a gift for my daughter. She started using it tiday so do not know about battery life yet.,She is really happy.
"
Melany,5.0 out of 5 stars,"
  Only issue I have is the front camera Is not clear, I needed to buy a webcam
"
Todd bennett,5.0 out of 5 stars,"
  I spent a lot of time reviewing different brands, models, prices, GB, and this one definitely was exactly what I needed!! So far, so good I got it 2 days ago and it runs very smoothly.
"
richard marchell,5.0 out of 5 stars,"
  Getting used to it.  I’m 74 so would prefer an instruction book to trying things out.  Enjoying it so far.
"
Alejandro Mendoza,5.0 out of 5 stars,"
  impresionante con el nuevo chip M1
"
A. R. Irby,5.0 out of 5 stars,"
  For my kid for school
"
Ryan,5.0 out of 5 stars,"
  Got it quickly and am blown away at how great it has been so far. It’s as powerful as everyone says it is and battery seems to last quite as long as well. Big upgrade from my old one.
"
Ashham Fz,5.0 out of 5 stars,"
  I purchased this as I see this was the almost 'perfect laptop' for everyday task and its a big yes!,Its all about the new M1 chip that speeds up and gives a great battery life. Performance is so good that I recommend this.
"
R S.,5.0 out of 5 stars,"
  What can I say! Best battery life ever along a great performance. Very light weight and beautiful design! The best!!
"
E Alva,5.0 out of 5 stars,"
  Excellent computer! Fast and impressive for an 8GB system. I wanted the 16gb none available at the time. But the M1 chip is incredible as far as processing.
"
Austin C.,5.0 out of 5 stars,"
  This computer is phenomenal. Well worth the money and absolutely beautiful.
"
Luigi Tinoco,5.0 out of 5 stars,"
  I like this a lot
"
Emmanuel Tetteh,5.0 out of 5 stars,"
  Apple is always spot on with their products, good feel and robust.
"
Day,5.0 out of 5 stars,"
  Very good laptop
"
Calum Phillips,5.0 out of 5 stars,"
  Highly recommended as described.
"
Ceedee,5.0 out of 5 stars,"
  Its Great!
"
Santiago,5.0 out of 5 stars,"
  Todo ok, vendedor recomendado.
"
Ian,5.0 out of 5 stars,"
  I primarily use my MacBook Pro for music production and performance. As such, Logic Pro and myriad amp models/plugins are constantly in use on my machine. The M1 chip blows the Intel chips out of the water in terms of loading speed, battery life, and ability to handle large Logic projects with dozens of tracks, plugins, software instruments, and live recordings.,Battery life has also seen a significant improvement over my 2020 Intel machine. I am not quite getting double the battery life, but it's not far off. This isn't a huge deal for me, as my machine is typically stationary and a charging cable is readily available, but for someone who needs the portability, the difference is substantial.,UPDATE 6/16/21: I have been using this laptop for over 6 months now on a daily basis. I have done everything from Word documents, email, web surfing, Logic Pro, Neural DSP guitar plugins, Adobe Lightroom, Adobe Illustrator, and many other tasks and I do not think that I have even heard the fan come on 1 time. It's pretty astounding. The M1 is still exceedingly snappy and the battery life blows me away. And while more and more apps become native to M1, I'd expect performance to do nothing but improve.
"
"Michael Lacey, Devo Writers",5.0 out of 5 stars,"
  It's a solid Apple product, and I was WAY overdue to get a laptop. I researched and considered several pre-owned models, but the cost on this MacBook Pro and the M1 chip made it a clear choice. With used/refurbished computers, there are still risks, not to mention lower battery life and physical damage. With a brand new machine, those chances are almost completely gone!,I'm so glad I went with the new MacBook Pro. And if I decide to 'upgrade', I know this machine will hold its value in the used market.
"
Linda K Staniger,5.0 out of 5 stars,"
  I had to return this as my grandson changed his mind.  We did not even take it out of the box as we knew we were returning it.  My other grandson got one last year and he is very pleased with it.
"
Lance Nguyen,4.0 out of 5 stars,"
  Upgraded from a 2015 Macbook Pro that has lasted me well more than 5 years in school. I expected the keyboard to be like the earlier gen macbooks; however, I was pleasantly surprised to see that they were way more raised and offered a much better tactile feedback. In addition, the battery life will easily last a day of school. The only thing I don't like about this laptop is how the M1 Chip doesn't support VM and a few other apps; but that can be changed in the future.
"
Mina Bahadori,5.0 out of 5 stars,"
  I bought this laptop from apple website last month more expensive than amazon price and it had only 2 weeks to return the item! Amazon has lower price and 1 month for return. I recommend amazon for buying this laptop..
"
Chris Moncus,5.0 out of 5 stars,"
  These new M1 macs are so fast. It was such an upgrade over my air and even my 27” iMac. The battery lasts forever. The screen is amazing!
"
Melanie & Mattilyn,5.0 out of 5 stars,"
  I love my new computer. It's NOT touch screen; works great though. No complaints.
"
Kasey Sue,5.0 out of 5 stars,"
  10/10 do recommend! I’m a college student and this laptop has saved my life.
"
Jair,5.0 out of 5 stars,"
                    The media could not be loaded.
                ,
   Demoró un poco pero valió 300% la pena. Excelente maquina, rápida, elegante, compacta. Buena atención de parte del proveedor.
"
David Villalva,5.0 out of 5 stars,"
  M1 Chip is amazing!! Super fast and such a game changer! I bought this as a christmas gift for the family and they just love it!
"
Tian Huang,5.0 out of 5 stars,"
  very nice.,buy the new laptop for school.,so far ok.
"
Kindle Customer,5.0 out of 5 stars,"
  Love the display and keyboard. Purchased other laptops but returned for the Apple.
"
dmelloone,5.0 out of 5 stars,"
  Meet and exceed all my expectations Makes my 2010 MacBook Pro,2015 Macbookpro and 2015 IMac feel obsolete. My old iPhone app like my Q-See camera app can now be opened on my M1 wow
"
J. G. Thebado,5.0 out of 5 stars,"
  Love this MAC!!!
"
GONZALO,5.0 out of 5 stars,"
  Nice one
"
Dakota Gregory,5.0 out of 5 stars,"
  I’m really happy with this purchase because I’ve wanted a MacBook for a long time and when I finally wanted to save up for it the day I bought it, it went to 899 and I was happy
"
Ramón Orlando González,5.0 out of 5 stars,"
  Es el mejor computador que he tenido en mi vida. Superó todas las expectativas
"
anyelo,5.0 out of 5 stars,"
  Excelente
"
Rossana Ciscomani,5.0 out of 5 stars,"
  It has been working wonderful! Super light, fast and great quality!
"
Amazon Customer,5.0 out of 5 stars,"
  My 13 year old daughter loves it and is making her schooling more enjoyable
"
Alfredo,5.0 out of 5 stars,"
  Great delivery, great quality, I’m glad to have it.,100% recomendable!
"
José N.,5.0 out of 5 stars,"
  What's there to say that so many people on YT haven't said already. Simply amazing.
"
Kevin Nguyen,5.0 out of 5 stars,"
  It is worth the wait for this new m1 chip, it is much faster than previous intel model! More longer battery life so I can use it for whole day without worrying to find an outlet to charge!
"
Andrés C.,5.0 out of 5 stars,"
  Perfecto, aunque aún tiene algunos errores al ser sistema operativo nuevo y chip nuevo (M1). En espera de correcciones de errores y ajustes.
"
candice soto,5.0 out of 5 stars,"
  Everything about this macbook is amazing
"
johnny,5.0 out of 5 stars,"
  Perfect
"
Alex,5.0 out of 5 stars,"
  Excelente equipo, muy conforme
"
Ziyad Alaboudi,4.0 out of 5 stars,"
  Its good but not very good
"
Roman,4.0 out of 5 stars,"
  I think it's better to wait for the pro on m1 this year. I read several pages of reviews and was not very impressed...
"
salim ansari,2.0 out of 5 stars,"
  Nothing has changed, but the increase of price. The computer like most Apple products runs on the hot side, and after being fully charged it doesn't last very long. The new Ipad is worse when it comes to charging. I am an Apple user for all things so I knew what I was getting myself into. The lack of ports to connect other items to it is very disappointing. You have to spend more money on hubs. With the price being what it is at least give us back the usb, hdmi, and more thunberbolts standard.
"
Amal,5.0 out of 5 stars,"
  The battery life is superb!!! And the speed is amazing for editing softwares.
"
Jeannine P.,5.0 out of 5 stars,"
  The battery life is AMAZING!!!!,Its a great laptop. I love the rose color I got.
"
michael Mahler 4,5.0 out of 5 stars,"
  Surprised how long the batter life is at least 2 days or more depending on content.
"
linda  d nelson,5.0 out of 5 stars,"
  It is everything I wanted  in a laptop. It’s easy to use .All you have to do from the box is open the lid and your up and running
"
Amazon Customer,5.0 out of 5 stars,"
  I have a MacBook Pro for work, and picked up this Air for personal use. I love that it is small, lightweight, and powerful. I would recommend.
"
Breanna,5.0 out of 5 stars,"
  I absolutely love this computer and all of it's features! It was well protected and packaged throughout the shipment, so I didn't have any damage to my new computer when I received it.
"
Amazon Customer,4.0 out of 5 stars,"
  Nice computer
"
Janet,5.0 out of 5 stars,"
  Great MacBook. Slim and light weight. Starts up fast. Price was another reason I bought it on Amazon.
"
Yishai,5.0 out of 5 stars,"
  0 issues and I'm really enjoying the speed of this device.
"
Emily Cunningham,5.0 out of 5 stars,"
  Overall smaller and more sleek than my previous MacBook Air. It’s great though. Such good quality. I got the extra memory because I’ve had issues running out in the past. Definitely recommend
"
Matt,5.0 out of 5 stars,"
  I am extremely happy with the MacBook Air but more impressed with the simplicity and efficiency of the Amazon ordering process.  The lengths Amazon has gone to provide an incredible purchasing process is impressive.  Amazon has a customer for life
"
Ruslan Gurbanov,5.0 out of 5 stars,"
  I borrowed from a friend for a week to work, very comfortable, keeps the battery for a very Long time. I think to buy myself one of these days.
"
ken,5.0 out of 5 stars,"
  It works well, it has a brighter screen and performs tasks easily without any fan noise.
"
R. Oliveira,5.0 out of 5 stars,"
  Produto chegou em perfeito estado, super rápido (mais que esperava) e o atendimento foi impecável. SUPER RECOMENDO!!! Parabéns e obrigada!
"
Evaldo Moreno,5.0 out of 5 stars,"
  Top!!,Aparelho excepcional, vendedor compromissado e entregou bem antes do tempo, NF acompanhou o produto, na CX perfeito, nota 10
"
Gabriel Paulo,5.0 out of 5 stars,"
  Excepcional! Para quem vem do Windows, terá um pouco de dificuldade no começo, afinal estamos falando de outro sistema operacional. O acabamento do produto é excelente e vale o valor cobrado por vendedores entre 9 a 10K, entretanto, pagar mais que isso nesse notebook, como por exemplo os 17K cobrados pela Apple no site oficial, não vale o produto. A mesma análise eu faria para comprar uma versão de 8gb ou 16gb, pagar o valor extra, que faz o notebook chegar a casa dos 15K (vendedores sem ser site oficial) deve ser pensado com muito cuidado e embasado em uma excelente justificativa, pois pra uso profissional o modelo de 8Gb tem sido mais que o suficiente, agora, se sua ideia for trabalhar com edições de vídeo para empresas, com material proveniente de câmeras de altíssimo nível, edição e criação de conteúdos em layers em softwares como After Effects (ainda falando de trabalhos extremamente profissionais, pois trabalhos mais comuns como meros mortais usam, a versão de 8gb também é suficiente), aí sim, vá no de 16gb se também precisar de portabilidade/locomoção. Contudo, se faça a seguinte pergunta: Se for para trabalhos gráficos pesados, por que não adquirir um Workstation?,Abraços e espero ter ajudado quem pretende comprar esse excelente produto.
"
Márcio Vieweger Vasques,5.0 out of 5 stars,"
  Excepcional produto, rápido, silencioso e de grande performance. O chip M1 realmente impressiona!
"
Amanda,5.0 out of 5 stars,"
  Perfeito! Bem embalado, lacrado, com NF e ainda acompanha um adaptador de tomada do Brasil 👏🏼
"
Igor De Angeli,5.0 out of 5 stars,"
  Produto original, chegou antes do esperado, bem protegido e com nota fiscal!
"
Ramon,5.0 out of 5 stars,"
  Recebi tudo certinho, só achei que a embalagem que foi enviado foi mal embalada, a caixa chegou com avarias (o produto estava intacto), veio amassada e rasgada, sei que nao tem nada a ver com o vendedor e sim com os correios, mas acho que o vendedor poderia ter embalado melhor, veio enrolada em uma camada de plastico bolha e só... e veio meio que solto dentro de caixa maior... entao quanto a embalagem precisa melhorar... mas o que interessa é o produto, chegou, tudo certinho! obrigado!
"
Raquel Dias Ferreira,5.0 out of 5 stars,"
  Excelente!
"
thomas murray,5.0 out of 5 stars,"
  It's light, it doesn't get hot at all, it looks and feels good. Not a computer expert but very happy with this computer.
"
laura c,1.0 out of 5 stars,"
  Not very user friendly not in love with it
"
Carlos I RUiz,1.0 out of 5 stars,"
  Purchase warranty, im having issuers with screen and it restarts my laptop. Return policy is only for 30 days. Not worth issues. wish I could of purchased from another vendor.
"
Beatriz ,4.0 out of 5 stars,"
  The cámara it’s really good , so I just had my first problem with it I was doing homework and the screen started glitching so let’s see what happen
"
king,5.0 out of 5 stars,"
  Screen quality is great and battery lasts long it takes me a couple of days before putting it on a charger
"
Rohan MG Moore President Champion Realtors,5.0 out of 5 stars,"
  ""It is an amazing work of art created for longevity usage and fashioned for designed purpose"".
"
Walda,3.0 out of 5 stars,"
  It’s very nice but isn’t what I need
"
yi,5.0 out of 5 stars,"
  M1 chip is faster than core i5. I see there is quite a big difference in machine handling concurrent applications at a time. Really nice improvement by Apple.
"
eh,5.0 out of 5 stars,"
  Love how fast it is.  Also very light and doesn’t get hot.  Does not have chrome and I haven’t used Safari in years, but that’s ok
"
Romeo Archila,5.0 out of 5 stars,"
  Es una computadora muy eficiente
"
Adrian,5.0 out of 5 stars,"
  Noice
"
Amazon Customer,5.0 out of 5 stars,"
  Apples attention to detail is outstanding. M1 chip wow! Went with space grey to prevent reflection on screen. So many new cool features.
"
DENISE PRADO DE ALVARENGA,5.0 out of 5 stars,"
  Chegou rápido, lacrado na caixa, com nota fiscal original e garantia Apple ainda não ativada.
"
